id,text
1856,Where is located the embassy of Senegal in Haiti?
1857,I need more information on the quake. ya ok?
1858,I am dying of hunger. .. Christ is coming 
1859,How can you help us find some food. Hunger is killing us here. Thank you in advance. Im couinting on you
1860,Please I would like to know what is going to be done to help the university students complete their studies because almost all the universities have collapsed. 
1861,"I have 2 kids, my house is gone, I lived in Carrefour Feuilles, my husband died. I am writing to see what you could do for me and my two kids"
1863,I would like to know if there are any embassy that are giving out scholarships to haitan students.
1864,please send more information on earthquake. thank You.
1865,"the conditions are the reason that we are soliciting your help, those of us who received the message. Already, Thanks. Don't forget all those who have fallen down below due to the earthquake. I pray and receive the sulutation."
1866,"Hello I ask Jehovah to help us because in the the hands of the Haitian government, things have become worse they will buy big and small houses. .. "
1867,Hello concerning the food distribution for 3500 people suffering in delmas 33 on the football field
1868,"because people are dying of hunger. For security measures, when the driver comes we woud like to accompany him to prevent being driven off the road while distributing. .. "
1869,I need information about the country. How are things today?
1870,"What I would like to know, is I have a child that is born in the USA, baby is 4 mos. The babys mom is hurt, I would like to send the baby to be with Grandmother"
1871,We see parents who have a a way.
1872,"hello, I would like information"
1873,I would like some information regarding the earhquake
1874,"Good Morning. All of Haiti is a mess, please send help."
1875,There are many people in need. Where is the Haitian Red Cross?
1876,is there a police force that is recognised by the haitian state? thank you
1877,There are a lot of people at Fontamara 43. We're waiting for the nozzles. I would like to know when they're coming to get us.
1878,"If a person has a pasport, what conditions does he have to fill out to get a Canadian Visa?"
1879,"Hello, Please if passport is expired, what is a good way to go to Santo Domingo"
1880,"Things are not good we ask for help, thank you"
1881,Hello Radio One. I would like to have some information regarding the reopening of schools.
1882,We're a lot of people victims in numerous areas of foche which is the 7th section in Grand-Goave. we didnt find any help.
1883,.. . ask support for them. We thank you for the effort you are making. And we greet your cordially.
1884,"I am in Sat, in road Aral. We have not received any help even though there's many effort in the area."
1885,Im a victim who lost everything. Im in Haitel's courtyard in Bois Verna with a lot of people. We need water
1886,I am listening to the radio in La Gonave and I need to know which artists were victims and which ones left too. Thanks Pippens
1887,Is it okay to return to the house?
1889,Are there any money transfer offices open in Croix des bouquet
1894,Airport in area clercine 11. The situation is say. It is important for you to keep an eye on this area. we hope that you are. .. . 
1895,I want information about the evolution of the situation in Haiti
1896,The situation in the town of Waney 93 is getting complicated. it's every important to keep an eye on that part of town.
1897,Hello I feel this message so you can tell me new info when you can help me?
1898,i went to exams but it was not good. please help me
1899,Can I go in my home because my home is not damaged ( has nothing ).
1900,I'd like to why this happened?
1901,Is it true that people can go to Senegal and Switzerland without a visa?
1902,"Paloma needs tent and drinking water, food. Please think of us please."
1903,"Brother, I didn't find the information!"
1904,"We're refugees, I can receive sms, unfortunately this area is devistated"
1905,"Give me a way to live? Also, could you put me in direct contact"
1906,To whom should ask for help? I am waiting for your response.
1907,should I send it through email?
1908,Please let me know how to get a Dominican visa. I already have a passport.
1909,"Committee block Sama ( cbs 18 ) in Delmas 18. We have feel many messgaes for help and we still haven't recieved anything. We need food, water and medication. we do not know who else to ask."
1910,"We really need some help, please tell us, who do we contact for our area."
1911,Where are they distributing food at this time?
1912,I would like to know when the aftershocks will end please
1913,I would like to know if the earthquake could happen again at 8. 5.
1914,"Send food, medicine for people in the Gonaives hospitals."
1915,"I have lots of problems. Lord! Help me please, my house is gone and all my clothes are under the rubble"
1916,"We provide shelter for about 1500 people in the Delmas 75 area near the hotel flamboyant on the right side on the ground road. we nned water, food"
1917,May I have some information please
1918,"Hello. .. . I am pregnant. My house has been destroyed. I am living in the street. Myself, my husband and our 2 kids. There is one month until i give birth. I am asking what we can. .. "
1919,"Please, this person need water and food, Delmas 33, Rue Costa 8 "
1920,Can schools in the country side open up
1921,I reside in carrfour Feille. I need food and water
1922,When is american airlines resuming sti flights
1923,"The Raboteau hospital, emergency unit, needs medicines, orthopedic doctors, because there are many people who have broken limbs, water, food."
1924,"In Gonaives we're making a lot of effort with the people but we need water and food, many health centers are blocked we dont have means to help ourselves"
1926,"we need tents and food before the rain falls. I count on you. Please, Please! "
1927,My passport is lost. What can I do to leave because my mother is leaving with me.
1928,I need help because I need to rely on friends. I'm in Cap Haitien.
1929,"I have no food or water. Please help me, I am in the 10th section of Leogane"
1930,i am a security contractor? even though there was no problem it has been 6 months since i was paid. hunger is killing me i am asking for work
1931,Hello I would like all information about the events of January 12.
1932,When will the services of Sogebank and the National Bank reopen in Leogane
1933,"My area is Ti Boukano, the 3rd communal section in Gressier. Everyone's house is gone in the area. The authorities don't remember the people here."
1934,"Hello we are a family in Mersany not far frm Camp Perrin and are victims of this catasrophe. Help us any way you can, we need you, thank you"
1935,I feel 2 SMS messages. You haven't answered. Thank you.
1936,"Since people don't have the means to produce/get a passport, and people need to enter their residences because their homes were demolished and their entire families were killed, people need to go to get out of here"
1937,I need to call lmy family. I do not have a card. Please send minutes to my phone because i have no news of htem. This is the phone number.
1938,No help has been brought to the St-Marc are in port-au-prince. Please do not forget us.
1939,I would like some information in the country.
1940,I would like to know how the aftershocks will be in the provinces
1941,My friends hello please which forget us we cannot cope anymore. We have not eaten anything and we have children to take care of.
1942,"My problem is I need a rapid solution, I don't have anything for myself. "
1943,"This family need water and food, the child is hungry. Please help!!!!! "
1944,"hello we are a family in mersan, not far from camp perrin. we are victims of the catastophy help us by whatever means you can. we need help"
1945,"I am asking the state and all the concerned authorities to see how they can take the people of Mole Saint-Nicolas from what they are, because people who are selling. .. "
1946,Please send help to the people of St. Mark. they are hungry. they can't recieve wire transfers and the bank are closed.
1947,We need help in jacmel in rochalet. We are hungry please help us
1948,Uregent need of help. Children and adults are starving. we have no food or water downtown Leogane near Danjour Street. Thank you
1949,"URGENT, please help us, children and olders are dying from starvation. Please you have to come, we are downtown Leogane, rue ( street ) Danjour. Thank you"
1950,"""Please, some water, clothes, food. We have no food, our house has collapsed. Our children are hungry, they are dying of hunger. Please do something for us."
1951,This is my address : Cersine 8 Extended. .. . 
1952,"We need assistance in Bizoton 51 rue kl?sine pwolon - I, who want to say t?t m?n the people need food, it's in our userene is sleeping. Please send. .."
1953,Information regarding earthquake
1954,"Slt. M sends condolences. I give all Haitians and all those who have people who died in the event of january 12th. Courage, above all to MINUSTAH. Kour. .."
1955,I am a Haitian. I would like Haiti to be controlled and become 53rd US state. Thank you.
1956,We asked for help we haven t received any in the 24th section of Gressier
1957,"We are ine the Jacmel valley. we haven't received any help yet. However, there are a lot of people leaving Jacmel, Leogane and people from port-au-prince coming in"
1958,Help us. .. Pelerin 3 #57 petion ville. There are 20 adults 3 babies and 5 children. We do not have water or food! please help us
1959,"Hello digicel. We're at Delmas 40b, muso village. We have no food, no water. We can't do this anmore. Help us please."
1960,"Im a victim. Im on the street in Mariani 5, prolongated road # 24. Thank you"
1961,"We in Bouchereau, the Valley of Jacmel. All the families are slpeeping in the yard, We are cold. We need tents and medication"
1963,How can one travel without a Visa?
1964,I don't have anyone left in my family. The house collapsed with them. What can you do for me? That day I went to school at the Lycee for Young Girls. 
1965,I would like to know whether a nuclear bomb could cause an earthquake. I would like some explanation.
1966,I am a victim. I would like to go to Santo Domindo. How?
1967,"Good Morning persons responsible, thank you for your understanding at this time of need. I'm having difficulty finding Street Lily of the valley. Can you send some help?"
1968,Hello I would like more information on what they are doing for us.
1969,"SOS, SOS. 27 month old child in difficulties at Cap-haitien. We need since, milk and protein. Thank you for your help."
1970,"I would like some help. Im sleeping in the streets, i dont have food, water or clothes. i lost everything"
1971,"How come you never cam. It's us that. .. food, you are letting us die of hunger."
1973,"We are sleeping in the street, some are naked?? "
1974,When will the airport in Port-au-Prince become functional again so people can fly out?
1975,I would like to know if the relief workers will stay only in Port-au-Prince. Will they come to the province as well because many are hurt here.
1976,i need more information on the earthquake
1977,can everyone go to the US on the 26th of january
1978,Information about the earthquake in Haiti
1979,I need to know which money transfer offices are open.
1980,I would like some information about immigratng to Canada. Thank you
1981,information on the situation in Haiti.
1982,"If I have my residance and I need to leave, what can I do please?"
1983,"We are located at Center Street in front of the French Hospital, where can we find help?"
1984,I need a little information please
1985,Is it possible to go to the USA without is if I have someone who is ready to receive me?
1986,What should we do if we want to travel out of Port-au-Prince to the provinces
1987,Who would know what we can do if a person has bad head aches gold injuries?
1988,I have no radio to know what's happening.
1989,What would the foreigners are doing with the country?
1990,I wouldlike information please.
1991,"Please, when will we receive the aid?"
1993,Hello. Is it true the earthquacke was 7. 1 magnitude?
1995,Are there still people under the rubbles??
1996,I would like to know how to reach help in tabarre.
1997,How can a child child to to they USA right now if his people/family is there.
1998,what will happen to the students that died at the University?
1999,Information about the second earthquake.
2000,"Water, food! Masson, Leogane. Please."
2001,I reside in the southern of Haiti. I'd like more information on the earthquake
2002,Who can I go for American money for buying and selling please. 
2003,"My question is if a person was deported and they dont' wait 5 years to return, is it possible to go back to the USA?"
2004,"We need help at Geral Battle, Impasse Salem ( INACOM )"
2005,I would like to receive information on my phone everyday. However I won't pay.
2006,I'd like to know where to go so I can get in contact with members of the Senate?
2007,What are the political parties and the types of artists that have perished due to this event?
2008,when will the tremors stop? is it true it will last a month as they are saying on the streets?
2009,i would like to know when the aftershocks will end
2010,"I would like to ask everyone who has hope, who are still alive today, to not eat alone."
2011,Good Morning. I'd to know where I can get my passport done?
2012,"I need information on how to get a visa to Canada, ( my mother lives there )"
2013,I would like to know the result of the spanish soccer championship of last week.
2014,I need information regarding what is happening.
2015,"we need help. before the catastophy of the 12 of january there was already 2 weeks rain in all our plantation and killed a lot of ? like goats, picgs, etc"
2016,"If people are leaving the states to come see family in Haiti, there is no way they'll be able to come"
2017,To be able to continue planting we need health care because malaria and typhoid are spreading out. Message from the Peasants Group of Fondikak ( PPTM ).
2018,What causes the tremors and when will they stop? when will we have a break? When will it occur again?
2019,i want to know the name of haitian artists that died in the earthquake
2020,"I salute you. I would like to go to Santo-Domingo, Dominican Republic without a passport. I ' m all p?di down below the concrete. Call me, I have help. .."
2021,can the people in port-au-prince who were not severely hit go back to sleep inside?
2022,hello i would like to know what the universities who were not victims are going to do after this catastophy
2023,"Please, I would like to have information about the earthquake in Haiti."
2024,what will be done for school to start again? It was an auditor ( a radio? ) in Jacmel
2025,hunger is going to end up lilling me. nothing is reaching the crossroads ( neighborhood )
2027,I would like to have information about Haiti reconstruction and what are they going to do for the student who were going to finish College and their school buildings collapsed?
2028,What are the authorities saying about the functioning of the schools in the rest of the country.
2029,Is it trye that there will be another aftershock stronger than the 6. 1 we had???
2030,Where are they taking care of people who are injured? 
2031,we haven't received any help yet at quotes of The lord that is situated at Martissan
2032,will there be another earthquake this afternoon?
2033,Good evening. I need information on children's adoptions.
2034,I am a victim of the crisis. What can I do?
2035,hello i want to know what flights are leaving to the us
2036,What is today's exchange rate for the US Dollar?
2037,please give me all the names of artists that have died
2038,"Yes we need lots of aid in St-Louis, Delmas 33"
2039,Where is the fault? From where to where does it extend?
2040,"finding a little food to eat, because there are alot of us hungry"
2041,"People who are living in Sousmalta, by the national street, number #1, don't have any water, nothing."
2042,? they are sleeping in the street. They need
2043,"Hello, when will American Airline reopen for commercial flights?"
2044,"every -2 hours ask for grace, forgiveness and mercy for haiti. it has to be faith and go to take us out of here. send this message to 10 other people"
2045,I need work. That will please me a lot.
2047,are the undammaged Haitel stores already open?
2048,I would like to know which banks are open in Leogann?
2049,We are the group Women in Democracy. Leogane has totally collapsed. We need help urgently. 
2050,I need to get more information please!
2051,I would like to have some information on the last disaster
2052,"i would like to find some information on the earthquake that just happened in the country, is there any more information?"
2053,I would like to know which l? has a flight on American Air Lines. Thanks.
2054,I would like to known how many people died in this natural disaster? When will school re-open? I would like the Americans to gain control of the country to put it in order.
2055,we are a group of women in Shada we need help for shada
2056,I heard on the Creole service ( broadcast ) of the Voice of America that evidently my Port-au-Prince house was demolished. God only killed 3 of my children. I have nothing.
2057,Send me messages with newest updates via the T ( text? )
2059,"We are the forgotten survivors in Carrefour, Sapotille. What can we do to survive?"
2060,is it true we can get a reply in the weekend?
2061,"send the list of universities and faculties that have collapsed. ,. .. im waiting for an answer thank you"
2062,I have a truck that fell with 3 men in it. I am wondering what will happen to us? We are in Zemich in Carrefour.
2063,hello i am a student i want to have information on the opening of my school please
2064,i want to know if there is a risk of another 7. 1 magnitude earthquake
2065,"We have a lot of bad symptoms. We are not a victim with God Grace. But we are not doing good at all, the house craked. I have stomack problem because i have an ovary cysts."
2066,"Im in pain. While the last aftershock i fell on my hips and im bleeing. I would like some help please, thank you"
2068,I would like information on evacuation of Haitians who would like to go to Orlando. You could also send me th e online link. Thanks in advance.
2069,i am stuck i am all the way in the countryside in the area of gros morne. i need help
2070,Everyone from the Pacot Area would like information from you. Thank you for your help.
2071,"We are in front of The church Salem. We are around 500 people. We have every sort of problem with no help. Can you help us, please."
2072,"what about the survivors who already wen to their friends' and relatives' houses in the province, when will their receive their aid?"
2073,Hello I would like more information about immigration to Senegal please.
2074,"We have water but we need food. Please in Masson, Leogane."
2075,What steps should I take to get a job?
2076,"Information on Senegal, canada, united states and frances for the refugees"
2077,I would like to know if a person who has a family who has citizenship will be able to leave now
2078,"Would like information from Canada, Senegal, the USA, and France for refuge."
2079,Concerning the prisoners that have escaped. We have heard that they have been marked ( stamped? ). Is it true?
2080,Im sending this message so that you know what is going on in this city
2081,"School Licee Carrefour, Louis Joseph Janvier is a Center that houses victims and separates them in three categories. Some of them are in the parking lot, some on the basketball court, and others on the football ground."
2082,"I don't know if other people have gotten anything or not purpose those of us on the basketball court haven't received anything since the disaster hit until now, not even a little one canteen bag of water."
2083,"PLEASE, we would like to have a positive answer and a lot of action. Thank you in advance"
2084,"People say that they will open school in Port-au-Prince. Please, school won't be possible this year. ok."
2085,hello please i need information on the the children they need to adopt. sorry i don't have a radio please send the response to me on this number please
2086,We thank you and we are expecting a good response.
2087,to come visit we don t have water or clothes or food we don't have a house to stay at. our house was destroyed in the earthquake
2089,"Please, there are a whole bunch of people in Morne Lazar, muzzle, Delmas 60. in need of water, food and medical help. we are end-to-3000"
2091,"we ask for someone to send us something, anything because there are people starving this time"
2092,"If anyone has a fracture, he wont be able to go to the dominican republic without a Visa."
2093,Help for the people in Carrefour ( Port-au-Prince ) area Waney 89 and 93
2094,Information on flights to Miami.
2095,We are waiting for a positive response. Thank you.
2096,"I just paid for a house, it hasn't collapsed goal craked. The owner did not come to see what could be done, my belongings are in there I'm afraid of going in, please help me know what to do."
2097,How do I find help to find a housing centre?
2098,"SOS for the people of Carrefour, Area Bertin,Titus, Route Riviere Froide. Those people haven't received anything like water, food and first aid. Anyone that would like to help us you... "
2099,Road Oryol ( ?? ) Delmas 18 there's a collapsed house with lots of people. The sector is unlivable for the people who sleep there. Please help
2100,Good Evening! I need a little information concerning adoption of children. I am sorry I don't have a radio so please send the answer through the phone.
2101,"Please HELP, were survirors living the city of Beaver Eden. S. O. S"
2102,Please I am asking for my neighborhood. We are in Matye/Matthew. We haven't benefited from any aid. They are distributing aid only in the city of Leogane. I am asking for a chance on behalf of everyone in Matthew.
2103,I want to know if the aftershocks are over. Thanks
2104,"Delmas 41 across from Teleco need help, food"
2105,please we need help in but gate ( aerport ) in the beaver site. please help us sos
2106,"we need food, tents, and other things also."
2107,"The area of Christopher Avenue, Impasse Lavisse needs help."
2109,I am a child. My leg is broken. Please send me some food so I don't die. 
2110,We have no water and no food. We are sleeping in a mechanic ship. Please come and help us.
2112,It's possible that digicel needs lots of help. I'm available to give information. I speak Spanish and French. Thanks.
2113,I would please like to know exactly how long the aftershocks will last.
2114,"We are in It Boukano in Gresye's section of Santo, Croix-des-bouquets. We have a lot of destroyed structures/homes, we have not seen any government representatives gold related organizations. They seemed to have forgotten our community. we need help, we need help now"
2115,"the biggest problem in the country is the law that is not applied. the day all laws are applied in the country will be sweet, that day all Haitians and foreigners will want to live in it. application of the law we are still waiting for."
2116,"There is a place in Leogane, called It the box. No one has feel aid there."
2117,Will they give help to students in universities who were in their 2nd or third year who survived and would like to pursuit their studies?
2119,"we need water and food in Karaval, pye batis and solino, thank you"
2121,what do you think of the senegal thing?
2122,"Good evening, we are an organization. We have lots of problems. We haven't received any aid. Thank you."
2123,How can we obtain help for those of us victims who have left for the province ( countyside ) ?
2124,"us who are situation in delmas 33 delmas 75, kazo pleace we have grouped the 45 temporary shelter with 150 for smaller shelter"
2126,"SOS on behalf of Crossroads residents. We have no water, food, and tents. We haven't received any aid. Thank you."
2127,"My house has collapsed, I have three kids and no food, I don't know what. .. ..."
2128,"goodevening, is this year that we are going to have the other earthquakes i hear that are coming? we have a lot of problems, please send a message for me, its eastern"
2131,"The central bureau Foundation Pendefatim, that is at croix des Bouquets is letting everyone that is giving help to the victims of the quake, that we are making our local available for 350 people."
2132,i am in number 394 dival 37 in front of croix des bouquests. what is available now in this place for the victims?
2133,"water, a bit of women's clothing, tables and chairs, 2 yards, kitchen material, depot to stock aid etc for 350 people : 220 women who are mothers,"
2134,We need help/ aid in Cornillon. Thank you
2135,"We are on the Airport road, at the entrance to the runway. We are 15 related with 5 babies. The aid has not reached us yet. We need water and plenty of food and things for the babies, please"
2136,Where in Delmas are they giving out food?
2137,"Please, i need to know more information on what they said. Thank you"
2138,"I am a victim of the earthquake, 2 children of mine are begging for help from all the people who are capable of helping them. Please."
2139,writing just so that the authorities can help control of the economy. either by money or other. now im in port de paix. thanks im counting on you
2140,"Hello, I am a stoker ( driver ) with a car available for work"
2141,"We are located in Martissant, Cite leternel and we haven't received any help at all. Please send anything you can."
2142,Where do I go to find employment? I am a teacher.
2143,I am sleeping in the street with two children.
2144,please i would like to find some information on the international calls. thanks.
2145,"If i want to help out with the help arriving, what do i do??"
2146,"I would like to know, when schools will open again, according to the government."
2148,Did any of the Rockfam gold Barikad Crew artists die? Immediate response
2149,"Can you please help me, provide some information about the events."
2151,"when will this end, is it possible that there will be another earthquake in Port-au-Prince?"
2152,medicine you did not visit ( bring ) we are counting on digicel.
2153,"We are in Gressier at rue Volcano in Blue. We are starving, we are thirsty and we need tents. Please help. God bless you."
2154,"Something to eat. Please help me, God will be grateful to you! Thank you. ..."
2155,We are located in the Crossroads precisely in Rating Range. Since the earthquake we have only received water twice and when people come they are bias in distributing the help.
2156,I would hope they give people who are thinking about all people without discrimination Thanks 
2157,"Info. on Canada, Senagal, USA for refugee status."
2158,I need food and care I lived in Delma my house was broken everyone died I am with my cousin I can stay at Gonaives we are sleeping at peoples home still but we are hungry.
2160,"We need food for energy, water treatments, pain medications and other meds for infections. Medics for tooth ache, fever, vomiting and diarrhea."
2161,I would like to have information about what happened to them. 
2162,".. . I am homeless, my family sleeps under the stars. No food, no water, nothing. I ask you. .. "
2163,I am in Channel Wood Comune Gonaives. I would like to have any help possible. Food and water please. God Bless you.
2164,"A mosf terrs is. Me and all my family, my mother, my father my wife "
2165,"Borther sister, niece and nephew courage in this time. hang in there that give up"
2166,"good evening, i would like to know if the office of transportation is open in port-au-prince"
2167,"Good evening, I would like to known when the foreigners, specializing in construction, would come in and where would they be based? Would they be hiring Haitian engineers?"
2168,when can we go in out house? are the aftershoocks finished?
2170,"Please forward this message on the air. In the neighborhood/area Candy, the corpses are decomposing. They have worms. They are expired."
2171,how long will the aftershocks last?
2172,"Good evening Digical please, since this morning I ( ? ) call his phone. ( ? ) pass each number. I ban his team ( okipe ) please resolve for me."
2173,"Are the earthquakes over? and if they happen again, what should we do?"
2174,"We need help from the Police please in the area of Christ the King, on the Mayard Street more precisely."
2175,"Good evening I would like to know how the earthquake movement is, will it continue to happen and how much will it pass. Please answer me"
2176,To Radio Caraibe. I'm asking if a person had an american visa
2178,"We, the people of grand goave, we are asking all the authorities concerned and involved in food distribution, to come together to avoid looting. We are all victims."
2179,Please put some security and relief workers in every area so that everyone can receive some aid. Thank you. I am waiting for the authorities in Grand Goave.
2180,"I read all the messages, 4636 thank you for the precision"
2182,"i am hospitalized, please help"
2184,"we at impasse St raphaelle, need help. we need sometents, food and water. thank you"
2185,I'm a victim in Casale. Want to know when there will be more earthquake. Thanks.
2186,"The railroad street is killing people, please send us help"
2187,"A way to help us, anyway you can, thanks"
2188,Please come save me. We are in Betin TItus Extends
2189,Please Digicel. Send a card for me.
2190,hello there are a lot of people that left port-au-prince that cam to the cays. a lot of these people have nowehre to stay. i am asking you on their behalf
2191,We have no food or water. Please come to the Crossroads. Save us
2192,Information on the earthquake please.
2193,The centre is in the church of God of the new citi es rachets. Since the quake we haven't reveived anything. We are dying of hunger.
2194,"Please send us something to eat. we have nothing, we need water, food, anything to eat. We don't think we can survive for much longer. Without something to eat soon we'll die of starvation"
2195,"We are about 150. We can't help each other. The pastor is trying everything with the committee, purpose nothing is working/enough. We are counting on you to help us. Please hurry."
2197,How come you didn't give me an answer about what to do please ok!
2198,"We are a center called Sant Lunyone (Unity Centre) located in Mariani 1 near water, Desaline street prolonging the Lunyon alley. "
2199,"The centre is in the Legliz Dye the new God of the Word ). Sice the catastrophy we did not receive anything, we are dying of hunger, hunger is killing us."
2200,"please send us some food and water, we are dying of hunger"
2202,I'd like to find information on all things going on here. Please
2204,"Please Help LEOGANE. We have no water, no tents, no food. Thanks."
2205,"People in need of water and food, they are one waney street khan ok "
2206,is there a large probability that we will have another earthquake of magnitude 6. 5?
2207,I need information regarding what's happening and where I can get help. ...
2208,Is it normal to have so many aftershocks after the Earthquake? I feel like I am having a heart attack
2209,I would like to receive information about how to protect myself during potential earthquake. Please help.
2210,when will sogebank start opening?
2211,"I would like to know if you have a sister who is citizen, if she can come get you, to help you enter the US?"
2212,i need a bit of information please
2213,i would like information about the earthquake
2214,can someone pregnant go to the dominican republic without a visa?
2215,"St Surin Road in Couch green, we need help asap"
2216,"Please ,. .. we are in Leogane, we have not got water or tent or food please. .. we ok, thanks in advace, send me an answer"
2217,what would you advice to me to do? I have a passport that has expired for 3 months and I would like to travel.
2218,What does the Haitian government offer?
2219,I would like to have more information on the Earthquake. Thank you!
2221,The people in Fontamara are starving. We are precisely in Hole Sand Madame Ganot. Please pass on the message
2222,I want to help. I can translate gold drive. please let me kwow
2223,I'm sending this SMS message becasue I would like to know if anyone has a small house ( 2 bedooms ) that they aren't able to repair. I know the government has many problems. .. 
2225,I am 16 years old. Please help me live. Please.
2226,I need a job to feed my family. I am an electrician and a musician. I perform harmonization and orchestration in Mexico. I speak English and French. Let me know how I can help
2227,"I understand spanish. i am a professor of music. have experience. 5 years at st trinity, 5 years in salesien, 4 years in 12 arpotes colege bird"
2228,What is the number of deaths from this earthquake?
2229,"We are located in Rue Jean Charles Fort National. We are 514 people. We need aid. Food, water and medication."
2230,we need your help and the help of the international community
2232,Please let me know where pregnant women can get help. Please. help.
2233,"my god, listening and seeing are two different things. Your mother died, she left 3 kids for you. If i die thats her three kids and my 4 kids. Thats a total of 10 people under my responsibility. HELP."
2234,please do you have any job for me? I am a psychology student in my 4th year and my friend is an architect. Thank you in advance for your response.
2235,"Please, we are in Lamentin 54, eversince the earthquake no one came to care for us. Please send help"
2237,"Lord! Give a word for us in the Crossroads Hector market area. Since Tuesday we haven t any person in charge who visited us we are on route Frere, there are organizations in the area, help us"
2238,"please help me, i lost my family and i can't eat. I am on place boyer, help me."
2239,Please help us. we don't have food or water. some of us are sick. We have to be taking shelter close to castera in Fontamara 27. Thank yoiu
2240,"Hello my brother. I ask you to do all that is in your power for us in Avenue Christophe Chanel because we've got problems of water and food, etc "
2241,HELP PARADISE SCHOOL IN LA GONAVE
2242,"My friends help me, my house collapsed in the street with my little sister who was pregnant, also my aunt. Thank you"
2243,We're relying on your understanding. We thank you very much
2244,I would like to know the latest news
2245,what to do in case of an earthquake
2246,God evening. I am asking yr advice. I need to know how to find a visa my mother had applied for for me
2248,How can someone with a passport to renew can do so if the immigration office is closed?
2249,way to save ourselves. Our address is the 3rd entry in the St-Antoine Area
2250,Soley Antiye behind the Digicel Antenna
2251,When will you give us food because Jamo in The Plain still hasn't gotten any
2252,Should I post my resume on the internet?
2254,"please, what can i do for me to re-live."
2255,"Can has 1 and a half year old child can cross the border to the Dominican Republix, if his father and mother both have passport and visa?"
2256,We are not dead thanks to the lord. WE need food. We are in delmas 87. We are suffering of hunger.
2257,How do I obtain a visa to the Senegal?
2258,Association of the victims : We need help!
2259,"Under the trees is where i sleep, we reach the crossroads so that we find more people on the road"
2260,Year independent Baptist church on the left when you're going up to my house
2261,"on the right, the distance of a house after the churche that is where daddy ( probably mummy )"
2262,"My wife, my children, my brothers and sisters, in-Channel Wood, in Gonaives,"
2263,"People located in Leogane at the section of lemon trees, they need food."
2264,"We need tents, water, food and medicine. We are at the 3rd entrance near St. Anthony."
2266,"please consider to advise people to go to the provinces ( rural areas ), thank you"
2267,I would like you to help me finish my university studies gold help me find work because I am the oldest in my family. I count ion you for help.
2268,Requesting information on what's going on
2269,"We need help on-site Maigate, we need tents and water, also food. PLEASE foward the message for us because we havent received anythign yet "
2270,How long with the earthquakes last?
2271,I never find answers to the questions i asked 
2272,"Please help us we are in Kafou Kola, Road to friendship"
2274,Is it true that aftershocks will follow for months?
2275,".. . ( probably possiblities ), if not, she/he says he'll pass by The Dominican Republic to present himself"
2276,"i want to give help, i can translate to spanish if there is anyone who needs help"
2277,We are on the Road Slabs have you forgotten about us?
2278,Im asking autorities you know to do the necessary for our association of victims. Avenue Cristof chanel alley way Fanfan
2280,I would like to know if tonight we will have an aftershock.
2281,I would like info. one earthquake 
2282,are they predicting another earthquake and if so what degree?
2283,i would like to have information. thanks
2284,What measures are being taken for university students. Can they find work thank you
2285,the connection to senegal is there year ambassy in haiti and how do they expect to open a school
2286,Evening. I need some information : is it anyone who can go to Dominican Republic? 
2287,I need information on the earthquake.
2288,I beg you please do what you can for us because our daughter cannot eat and she is bruised. We are at center. ..
2289,"My friends, we are on the Road Slab. They forgot us. By the Room Temoins Jehovah "
2290,I heard that if we leave Port-au-Prince and go back to the country side we won't be able to come back. Is it true ?
2292,A cold front is over Cuba this morning. IT could cross Haiti tomorrow. Isolated Rain showers are still forcasted over our region tonight.
2293,"Hello. I would like to know is it true that because of this situation, foreigners are going to occupy the country?"
2294,"We are located in Canape-vert, next to the Comcel's antenna, we haven't received anything to eat. Please help us we're starving"
2296,"We need help in Tabarre 48, next to the Lycee Jean Mary Vincent in the basement"
2297,only the clothes on my back I can't find because i have not participated in anything
2298,Message not understood and content does not seem clear 
2299,"Good evening people of Boulevard, October 15, we are in need"
2300,the aftershocks. that could help keep people from panicking because they are really afraid and so am i 
2301,"In the city of Marchand Dessalines, we need food for the survivors coming from Port-au-Prince"
2302,"Good Morning, we are located around the runway. we haven't received any help here. There are victims among us. Here is where we area we are a little further down from Building 2004 Please help us. we are awaiting your response"
2303,i would like to have the new information there is
2304,I need information about how I can leave this country
2305,Please give me information about where to find fuel and the temperature.
2306,"Are there going to be any flights that come in from Martinique, please? gold Are there going to be any flights that are going to Martinique?"
2307,"Good evening, we are an organization called the FNL ( Friends for a New Life )"
2308,"I have legal residency, if a lawyer with the American Embassy wants to write to me, I don't have an address from which to wait from. The paperwork is finished, the visas are already bought and payed for. Please, what should I do?"
2309,i don't have the means to live with a 4 month old baby i had a little bakery and it was destroyed i need to find a job
2310,"Top up my phone for me, because I am in need for it. Thanks"
2312,I would like to know when scientists think the aftershocks will end.
2313,I need to know which artists died
2314,Where can I go to find a job as an English translator?
2315,Give me information about the earthquake please
2316,"I have a 4 year old child who is sick, can you help me get a tarp please"
2317,.. . between them an 8 year old teenager with a broken leg.
2318,we need help at peguy-ville street doctor noel nomber 62 bis
2320,What are the provisions being made for the eventual aftershocks?
2321,They said there are aftershocks like the one before
2322,There is a school name Sbne in Intersection which needs a backhoo to remove rubbles. Thanks. 
2323,there is a house in Pike 47 near the school. It's a danger stis about to collapse.
2325,"We don't have anything. We need water, food, medicine, our address is across from Merger. "
2326,Hello I lost my house I have nowhere to go. Please tell me wat to do. I am lost.
